Nom de la gare,Code UIC complet,Code postal,Segmentation DRG 2021,Total Voyageurs 2020,Total Voyageurs + Non voyageurs 2020,Total Voyageurs 2019,Total Voyageurs + Non voyageurs 2019,Total Voyageurs 2018,Total Voyageurs + Non voyageurs 2018,Total Voyageurs 2017,Total Voyageurs + Non voyageurs 2017,Total Voyageurs 2016,Total Voyageurs + Non voyageurs 2016,Total Voyageurs 2015,Total Voyageurs + Non voyageurs 2015
Revin,87172080,8500,B,166336,207920,173618,217023,176229,220287,198749,248436,223448,279310,230865,288581
Rieux - Angicourt,87276352,60870,B,96796,120995,131928,164911,128734,160918,144669,180836,147764,184705,152857,191072
Rombas - Clouange,87191734,57120,C,41738,41738,67381,67381,60009,60009,63890,63890,62424,62424,71512,71512
Rosheim,87214320,67560,B,147359,184199,223447,279309,206667,258334,206855,258569,199098,248873,191057,238821
Rosny Bois Perrier,87113696,93110,B,3502699,3502699,6404337,6404337,6491187,6491187,6520046,6520046,6464430,6464430,6381483,6381483
Rosporden,87474155,29140,B,112547,140684,156659,195824,141427,176783,159285,199107,152470,190587,150292,187865
Rountzenheim,87212373,67480,C,22632,22632,31261,31261,27752,27752,29914,29914,32155,32155,34186,34186
Royat - Chamalières,87734038,63130,C,1809,1809,3335,3335,3000,3000,3512,3512,3279,3279,4031,4031
Ruelle-sur-Touvre,87583203,16600,C,480,480,956,956,3501,3501,5251,5251,5148,5148,6692,6692
Ruffey-lès-Echirey,87713826,21200,C,13979,13979,11368,11368,13066,13066,15158,15158,13713,13713,17446,17446
Rungis La Fraternelle,87546291,94150,B,422567,422567,772844,772844,785411,785411,808269,808269,813669,813669,816513,816513
Saillans,87761817,26340,C,11778,11778,13514,13514,9770,9770,11765,11765,10594,10594,9405,9405
Saint-Amand-les-Eaux,87343103,59230,B,491357,614196,778244,972805,726583,908229,742010,927513,686246,857807,679655,849569
Saint-Amour,87718296,39160,C,33285,33285,51071,51071,43525,43525,45116,45116,39553,39553,40849,40849
Saint-André-de-Corcy,87723734,1390,B,147522,184403,258339,322924,230575,288219,250018,312523,238906,298633,237176,296470
Saint-Antoine,87751826,13015,C,17971,17971,33063,33063,33061,33061,38804,38804,30814,30814,30930,30930
Saint-Antoine-du-Rocher,87571539,37360,C,13290,13290,14268,14268,17539,17539,17089,17089,19044,19044,21199,21199
Saint-Avold,87193318,57500,B,150433,188041,250873,313591,229493,286866,263471,329339,247406,309257,267007,333759
Saint-Béron - La Bridoire,87741454,73520,C,11205,11205,15911,15911,17138,17138,20433,20433,19063,19063,17741,17741
Saint-Brieuc,87473009,22000,A,897060,1121325,1340194,1675242,1235284,1544106,1277265,1596582,1217822,1522278,1217908,1522386
Saint-Césaire,87775072,30900,C,11084,11084,16278,16278,12823,12823,14749,14749,9770,9770,10413,10413
Saint-Clair - Les Roches,87722652,38370,B,363082,453853,549243,686554,491215,614019,500457,625571,448046,560057,430657,538322
Saint-Claude,87743633,39200,C,14553,14553,33828,33828,25474,25474,33105,33105,33065,33065,33303,33303
Saint-Cyprien Arènes,87446179,31300,B,209877,262346,255054,318818,229435,286794,288438,360548,283908,354885,304711,380889
Saint-Cyr Les Lecques - La Cadière,87755215,83270,B,237125,296406,339760,424700,319207,399008,343919,429899,317891,397364,313556,391946
Saint-Dalmas de Tende,87756866,6430,C,3695,3695,5949,5949,4602,4602,7356,7356,7654,7654,7171,7171
Sainte-Colombe,87715151,25300,C,15185,15185,12094,12094,13993,13993,16285,16285,13339,13339,13097,13097
Sainte-Gauburge,87444604,61370,C,1062,1062,3656,3656,3617,3617,3826,3826,4134,4134,3578,3578
Sainte-Marthe en Provence,87751842,13014,C,17900,17900,28648,28648,24839,24839,52239,52239,53579,53579,57591,57591
Saint-Florent-sur-Cher,87576272,18400,C,8315,8315,13388,13388,13623,13623,15890,15890,16555,16555,17712,17712
Saint-Georges-de-Luzençon,87783423,12100,C,280,280,1591,1591,1189,1189,1076,1076,2466,2466,11473,11473
Saint-Georges-de-Reneins,87721340,69830,C,39371,39371,66746,66746,57702,57702,59201,59201,60094,60094,63468,63468
Saint-Germain-en-Laye Bel-Air - Fourqueux,87366922,78100,B,132260,132260,241825,241825,247908,247908,254373,254373,257161,257161,259013,259013
Saint-Gildas-des-Bois,87476762,44530,C,16340,16340,33328,33328,38546,38546,47967,47967,49030,49030,43785,43785
Saint-Gilles Lycée Haut-Rhin,87181552,68920,C,63288,63288,58513,58513,53955,53955,62013,62013,63746,63746,67659,67659
Saint-Gilles-Croix-de-Vie,87486571,85800,C,79246,79246,113411,113411,99438,99438,105626,105626,93217,93217,61724,61724
Saint-Jean-de-Luz - Ciboure,87677120,64500,B,270478,338098,380647,475809,314755,393444,340250,425313,302297,377871,313339,391674
Saint-Laurent-d'Aigouze,87775841,30220,C,863,863,425,425,236,236,651,651,596,596,607,607
Saint-Laurent-de-la-Prée - Fouras,87485136,17450,C,22090,22090,33925,33925,27653,27653,37600,37600,32003,32003,31888,31888
Saint-Leu-d'Esserent,87276402,60340,C,64102,64102,117808,117808,118327,118327,127725,127725,126491,126491,129788,129788
Saint-Louis les Aygalades,87751644,13000,C,0,0,0,0,0,0,0,0,16,16,30,30
Saint-Maixent-L'École,87485490,79400,B,120436,150545,177546,221933,172022,215028,201845,252306,197027,246284,201952,252440
Saint-Mariens - Saint-Yzan,87491209,33620,B,106345,132931,153384,191730,133983,167479,127040,158800,116995,146244,115857,144821
Saint-Mars-la-Brière,87396283,72470,C,2026,2026,9515,9515,10393,10393,16072,16072,16082,16082,16442,16442
Saint-Martin-de-Crau,87753681,13310,B,61043,61043,90873,90873,83479,83479,92036,92036,90739,90739,89200,89200
Saint-Nabord,87146217,88200,C,4724,4724,6705,6705,5103,5103,5094,5094,3978,3978,2351,2351
Saint-Nom-la-Bretèche Forêt de Marly,87382481,78620,B,732116,732116,1338668,1338668,1361743,1361743,1390132,1390132,1389478,1389478,1426316,1426316
Saint-Ouen,87271247,93400,B,2066391,2066391,3778187,3778187,3826855,3826855,3935467,3935467,3949540,3949540,3942411,3942411
Saint-Patrice,87571810,37130,C,9345,9345,10059,10059,9915,9915,8345,8345,8360,8360,8861,8861
Saint-Raphaël,87757526,83700,A,768875,961094,1137127,1421409,1007163,1258954,1216384,1520480,1165828,1457285,1220277,1525346
Saint-Remy-en-l'Eau,87313288,60130,C,89,89,170,170,92,92,311,311,206,206,632,632
Saint-Saturnin-lès-Avignon,87765438,84450,C,13520,13520,19977,19977,16523,16523,16460,16460,13198,13198,19959,19959
Saint-Saviol,87575365,86400,C,23456,23456,33056,33056,28325,28325,34869,34869,36575,36575,36325,36325
Saint-Sébastien Frêne Rond,87354597,44230,C,17575,17575,28256,28256,26294,26294,24981,24981,21474,21474,15863,15863
Saint-Sébastien Pas Enchantés,87354589,44230,C,18327,18327,30198,30198,31292,31292,31559,31559,30728,30728,25589,25589
Saint-Seurin-sur-l'Isle,87584615,33660,B,86773,86773,117350,117350,109771,109771,122325,122325,117801,117801,113359,113359
Saint-Thégonnec,87474312,29410,C,80,80,591,591,399,399,662,662,1114,1114,536,536
Saint-Victor - Thizy,87721043,42630,C,18210,18210,20748,20748,19050,19050,21617,21617,21460,21460,18268,18268
Saint-Vincent le Château,87734715,43800,C,6339,6339,11474,11474,8591,8591,6262,6262,10825,10825,11129,11129
Saint-Vincent-de-Tyrosse,87673277,40230,B,122390,152988,165945,207431,145525,181906,160134,200167,137194,171492,140132,175165
Sallaumines,87345215,62430,C,9591,9591,15527,15527,12786,12786,12327,12327,14027,14027,17301,17301
Sannois,87276188,95110,B,2013908,2013908,3682623,3682623,3660733,3660733,3523862,3523862,3247072,3247072,3270836,3270836
Santeuil - Le Perchay,87381186,95640,C,11092,11092,20305,20305,25450,25450,32353,32353,39950,39950,39355,39355
Saône,87718502,25660,C,22035,22035,30007,30007,25591,25591,29757,29757,27234,27234,30774,30774
Sarliève - Cournon,87734152,63800,C,22334,22334,39848,39848,31825,31825,37747,37747,32533,32533,38706,38706
Sarralbe,87193714,57430,C,973,973,3224,3224,3973,3973,4341,4341,3627,3627,4459,4459
Sarre-Union,87215459,67260,B,121163,151454,97674,122093,106524,133155,124516,155645,129974,162468,130544,163180
Sartrouville,87386417,78500,B,6358474,6358474,11625842,11625842,11680197,11680197,11795222,11795222,11687774,11687774,11523782,11523782
Saulon,87713628,21910,C,9809,9809,13891,13891,10578,10578,12828,12828,12051,12051,11223,11223
Savonnières,87571844,37510,C,1409,1409,2262,2262,2974,2974,3422,3422,3173,3173,3017,3017
Sceaux - Boëssé,87396317,72160,C,4197,4197,5483,5483,7644,7644,9495,9495,8089,8089,5511,5511
Scherwiller,87214205,67750,C,4409,4409,6138,6138,4055,4055,5330,5330,7292,7292,6655,6655
Schirmeck - La Broque,87214692,67130,B,269442,336803,298030,372537,293816,367270,316987,396234,315384,394230,321455,401819
Schwindratzheim,87212159,67270,C,56972,56972,77435,77435,80721,80721,83536,83536,74839,74839,67383,67383
Sées,87444695,61500,C,41849,41849,77199,77199,77622,77622,89164,89164,85925,85925,92300,92300
Sénas,87753715,13560,C,20405,20405,30374,30374,24934,24934,20981,20981,20299,20299,19725,19725
Sérézin-du-Rhône,87722546,69360,B,150951,188689,226973,283716,185677,232096,183926,229907,174284,217855,185564,231956
Servoz,87746719,74310,C,8238,8238,9679,9679,13163,13163,12565,12565,10376,10376,11302,11302
Seugy,87272039,95270,C,35565,35565,65028,65028,56226,56226,58733,58733,56981,56981,55410,55410
Sevran - Livry,87271429,93270,B,3167854,3167854,5792675,5792675,5902128,5902128,5982229,5982229,5973397,5973397,5932168,5932168
Sierentz,87182105,68510,B,175095,218869,291594,364492,262395,327994,256528,320660,256706,320883,251559,314449
Siorac-en-Périgord,87595769,24170,C,3943,3943,7951,7951,6216,6216,6936,6936,6222,6222,6911,6911
Solliès-Pont,87755330,83210,C,46303,46303,73277,73277,60727,60727,67826,67826,55357,55357,50325,50325
Sotteville-lès-Rouen,87411223,76300,C,9759,9759,20331,20331,15913,15913,18935,18935,17117,17117,17261,17261
Stephansfeld,87212126,67170,C,23185,23185,40172,40172,37952,37952,43225,43225,40467,40467,37920,37920
Strasbourg Roethig,87212191,67200,C,48454,48454,75283,75283,55108,55108,57421,57421,63798,63798,61980,61980
Survilliers - Fosses,87276261,95470,B,1162017,1162017,2126297,2126297,2119565,2119565,2130542,2130542,2096114,2096114,2050303,2050303
Sury-le-Comtal,87726422,42450,C,13371,13371,21113,21113,18364,18364,20035,20035,17312,17312,21352,21352
Tacoignières - Richebourg,87393454,78910,B,106860,106860,195739,195739,193939,193939,195215,195215,190289,190289,186160,186160
Tantonville,87141598,54116,C,2,2,9,9,150,150,425,425,397,397,391,391
Tarascon-sur-Ariège,87611590,9400,C,26876,26876,49041,49041,41781,41781,52028,52028,47721,47721,49294,49294
Templeuve,87286625,59242,B,451953,564941,738654,923317,675777,844721,650435,813044,583486,729358,564443,705554
Tessonnières,87615245,81600,C,2381,2381,2846,2846,3185,3185,4217,4217,3946,3946,4302,4302
Thann Centre,87472605,68800,C,34474,34474,44953,44953,32137,32137,27435,27435,24094,24094,25570,25570
Thézy-Glimont,87316125,80110,C,10762,10762,14525,14525,12411,12411,13471,13471,15907,15907,18617,18617
Thiennes,87342287,59189,C,1797,1797,2785,2785,2717,2717,2154,2154,2326,2326,2180,2180
Thieux - Nantouillet,87272054,77230,C,13871,13871,25362,25362,22740,22740,25483,25483,22954,22954,20529,20529
Thiviers,87595124,24800,B,75710,94638,109391,136739,100021,125027,121456,151820,117815,147269,115606,144507
Thouaré-sur-Loire,87481143,44470,C,21021,21021,34328,34328,28424,28424,26021,26021,24234,24234,28114,28114
Thuès les Bains,87784744,66360,C,416,416,271,271,425,425,363,363,297,297,354,354
Tiercé,87484147,49125,B,54071,67589,122747,153434,144381,180477,145093,181367,145238,181547,146906,183633
Torfou-Sèvremoine,87486894,49660,C,11924,11924,12669,12669,6395,6395,9837,9837,10326,10326,7652,7652
Touët-de-l'Escarène,87756817,6440,C,2130,2130,3107,3107,2585,2585,3027,3027,2368,2368,2019,2019
Toulouse Matabiau,87611004,31500,A,7616091,9764219,9892175,12682275,8712234,11169532,10309397,13217176,9539321,12229899,10010314,12833736
Tours,87571000,37000,A,3152214,3940268,4962177,6202721,4690784,5863480,4876333,6095416,4641092,5801365,4755405,5944257
Trappes,87393835,78190,B,2260658,2260658,4133446,4133446,4193129,4193129,4291263,4291263,4324488,4324488,4341910,4341910
Trilport,87116491,77470,B,655289,655289,1199192,1199192,1208595,1208595,1227870,1227870,1222022,1222022,1211959,1211959
Trith-Saint-Léger,87343400,59125,C,8527,8527,10673,10673,11113,11113,9167,9167,9882,9882,9793,9793
Tronsanges,87696203,58400,C,4133,4133,4260,4260,4389,4389,5034,5034,5006,5006,4861,4861
Troyes,87118000,10014,A,674479,923944,1008126,1380995,967315,1325089,1023685,1402309,969326,1327843,1001917,1372489
Turenne,87594556,19500,C,297,297,324,324,504,504,587,587,425,425,400,400
Uchaud,87775106,30620,C,2249,2249,1696,1696,1813,1813,1729,1729,1804,1804,2275,2275
Urt,87672386,64240,C,3384,3384,5912,5912,2703,2703,2326,2326,1563,1563,2153,2153
Val de Fontenay,87113712,94120,B,9676344,9676344,17693555,17693555,17739617,17739617,17900299,17900299,17683219,17683219,17396627,17396627
Val-de-Vesle,87171611,51360,C,12758,12758,12017,12017,13331,13331,15922,15922,13592,13592,13162,13162
Valence,87761007,26000,B,1359903,1699879,2143873,2679841,1809507,2261884,2094614,2618268,2051764,2564705,2120883,2651104
Valleroy - Moineville,87192732,54910,C,3707,3707,7166,7166,5797,5797,6264,6264,7290,7290,11184,11184
Vallorcine,87746875,74660,C,7531,7531,12214,12214,10627,10627,8769,8769,8698,8698,8620,8620
Valognes,87447284,50700,B,142781,178477,237486,296857,217468,271835,245017,306272,237144,296430,251567,314459
Vanves - Malakoff,87391532,92170,B,735901,735901,1345635,1345635,1374446,1374446,1403674,1403674,1410456,1410456,1409674,1409674
Varades - Saint-Florent le Vieil,87484386,44370,C,50557,50557,90502,90502,91923,91923,97263,97263,93008,93008,89040,89040
Varangéville - Saint-Nicolas,87141101,54110,B,231914,289893,302982,378727,292272,365340,292623,365778,255131,318914,253934,317417
Varennes-sur-Fouzon,87576231,36210,C,4499,4499,3934,3934,4331,4331,3523,3523,2660,2660,2181,2181
Vauboyen,87393538,78350,B,129068,129068,236149,236149,231041,231041,228105,228105,220594,220594,212014,212014
